"sites.sitename","variable","Yr","Mo","Value","N.Obs"
"Amacayacu","tmp",1947,9,25.6,3
"Amacayacu","tmp",1947,10,25.8,3
"Amacayacu","tmp",1947,11,25.6,3
"Amacayacu","tmp",1947,12,25.7,3
"Amacayacu","tmp",1948,1,25.9,4
"Amacayacu","tmp",1948,2,25.9,4
"Amacayacu","tmp",1948,3,25.9,4
"Amacayacu","tmp",1948,4,25.6,4
"Amacayacu","tmp",1948,5,25.5,5
"Amacayacu","tmp",1948,6,24.9,5
"Amacayacu","tmp",1948,7,25.2,5
"Amacayacu","tmp",1948,8,25.5,5
"Amacayacu","tmp",1948,9,26.2,5
"Amacayacu","tmp",1948,10,26,5
"Amacayacu","tmp",1948,11,26,5
"Amacayacu","tmp",1948,12,26,5
"Amacayacu","tmp",1949,1,26.5,5
"Amacayacu","tmp",1949,2,25.6,5
"Amacayacu","tmp",1949,3,26.1,4
"Amacayacu","tmp",1949,4,25.2,5
"Amacayacu","tmp",1949,5,25.2,6
"Amacayacu","tmp",1949,6,24.7,6
"Amacayacu","tmp",1949,7,24.8,5
"Amacayacu","tmp",1949,8,25.1,6
"Amacayacu","tmp",1949,9,25.6,6
"Amacayacu","tmp",1949,10,25.8,6
"Amacayacu","tmp",1949,11,26.1,7
"Amacayacu","tmp",1949,12,26.3,8
"Amacayacu","tmp",1950,1,25.7,6
"Amacayacu","tmp",1950,2,25.4,7
"Amacayacu","tmp",1950,3,25.6,6
"Amacayacu","tmp",1950,4,25.8,8
"Amacayacu","tmp",1950,5,25.3,8
"Amacayacu","tmp",1950,6,24.7,6
"Amacayacu","tmp",1950,7,24.4,7
"Amacayacu","tmp",1950,8,25.1,7
"Amacayacu","tmp",1950,9,26,7
"Amacayacu","tmp",1950,10,26,7
"Amacayacu","tmp",1950,11,26.4,8
"Amacayacu","tmp",1950,12,25.4,8
"Amacayacu","tmp",1951,1,25.4,8
"Amacayacu","tmp",1951,2,25.2,8
"Amacayacu","tmp",1951,3,25.7,8
"Amacayacu","tmp",1951,4,25.2,8
